id,date,text,rat
keep****,22.08.07.,"사이즈가 중형은 너무 딱맞고 대형은 커서 끈을 묶어야하네요
성인남자이고 가로면적은 구렛나루쪽까지 덮히며 세로는 턱까지 다 가려집니다 참고하세요~ 얼굴이 큰 편은 아니나 중형은 너무딱맞아서 교환하려다가 교환비용이 6천원이고 마스크 절반가격이라 그냥 추가로 대형 구매했습니다
맞는 사이즈 잘 주문하시길 바랍니다 여성분들 후기밖에 없어서 후기남김",평점4
kibo****,22.05.08.,"색상도 예쁘고 밝아서 더워지는 요즘 쓰기 좋은거 같아요.
착용하면 얼굴형도 예뻐보입니다.
그런데 바로 꼈을땐 생각보다 커서 흘러내리고 뜨는 느낌이었어요. 양쪽 끈 아래쪽을 살짝 묶었더니 밀착되어서 편하네요. 저는 보통 성인여성 얼굴사이즈입니다.

사이즈 잘 확인을 하고 골랐어야했는데..
암튼 묶어서 편하게 착용했어요ㅎㅎ",평점5
ireh****,23.02.03.,"방송에서 안내해준 걸 참고해서 구매했는데, 소형은 30kg 이상이 사용해야 한다길래, 초등 저학년용인 줄 알고 40kg 후반인 중딩 딸 중형으로 사줬더니 너무 커요 ㅠ 55kg 제가 중형 착용하니 딱 맞네요. 중딩 딸이랑 초딩 아들 쓰라고 왕창 샀는데 둘 다 클 듯요 ㅠㅠ
상품 자체는 가성비 좋은 제품 같아요. 제가 열심히 써야 할 듯..",평점4
cute****,22.06.27.,여름용 마스크로 브리즈랑 디럭스 중 고민하다 사이즈 때문에 디럭스를 구매했는데 중형 쓰는 저에겐 찰떡이네요. 개별 포장이 아니라도 지퍼팩 형식이라 집에 하나 직장에 하나씩 두고 중간 중간 갈아 쓰면서 사용하고 있고 다른 KF-94 보다 얇긴 얇아서 불 앞에서 일하지만 숨쉬기가 힘들진 않아요,평점5
hw27****,24.04.03.,주문하였던 제품을 잘 받았습니다. 예상보다 택배가 아주빨리 도착하여 매우 좋았습니다.가격대비하여 품질이 좋은것 같습니다. 제품의 성능및 품질도 괜찮은것 같아서 추천이 가능한 상품이라고 할수 있겠습니다. 잘 사용하도록 하겠습니다.수고하세요.,평점5
myme****,24.01.21.,"라이브방송 보구 사서 가격 싸게 샀어요
아쉬운점은 중형인데도 저에겐 크네요ㅠ
얼굴이 작다는 이야기는 좀 듣는편인데
턱있는쪽이 작은 편이예요.

에코브리즈는 적당히 맞아서 괜찮았는데
이건 많이커요.
특히 코에서 턱까지 내려오는 하안부 길이가
커요.

남편도 중형블랙으로
샀는데 적당히 잘 맞는다고 해요.
(얼굴작은편)",평점5
wit0****,23.02.22.,원래 사용하던거라 라이브 방송할 때 기다렸다가 좋은 가격에 구매했습니다. 그런데 라이브 방송 하시던 분이 계속 채팅 하시는 분들과 말장난을 많이 하셔서 오히려 구매하는데 정보를 얻기가 어렵다는 느낌을 받았습니다. 종류가 여러가지인데 제품 정보에 대한 정리가 더 안 되고 방해된다는 느낌이 들더라구요. 앞으로 라이브 때 조금 개선 되었으면 하는 바람으로 몇자 적습니다.,평점4
sje_****,22.12.19.,"얼굴이 길고 사각턱인저에겐 비움중 디럭스가 제일좋은거같아요~ 귀쪽까지덮어주는부분이있어 마스크가오히려 커보이고 새부리라 입술이닿지않아좋구요 콧대쪽이높아서인지 kf94같지않은 비말마스크처럼 편합니다 ㅎㅎ
코로나로 마스크를 계속쓰게된다면 지금처럼 디럭스만쓸꺼같아요 ㅎㅎ",평점5
peda****,22.06.17.,"귀끈 아프지 않고 편안하고 색상도 세련됐어요. 여성은 중형, 남성은 얼굴 크면 대형, 크지 않으면 중형도 잘맞네요. 남편 쓰는거 보니까...
마스크 안쪽 간질간질 안하는것도 맘에 드네요.
한장씩이 아니라 벌크포장 돼 있다는 점 참고하시고요",평점5
gree****,22.10.25.,"라이브방송보고 사이즈 가늠하면서 구매했는데 대형은 너무 크고 소형은 예쁘게 핏이 되지만 공정상 실수가 있었는지 계속 끈이 끊어져요.. 마스크 대용량이라 지금의 양상으로 보아 그 봉투안에 있은 모든 마스크가 불량일거같지만 벌써 봉투를 터서 걍 뒀어요… 아들은 자꾸끊아진다고(학교비상용으로 몇개 더 넣어주는데) 싫타고 해요~^^;;
대형은 완전 얼굴 큰 성인남성이 쓰면 좋을고같아요..",평점3
kjin****,22.05.19.,"중형인데 세일하는 이유가 있나봐요
성인 보통 얼굴크기 여자 한테 엄청커요
끈 묶어서 사용합니다
그래도 말하면 자꾸 자꾸내려가구요 ㅜㅜ

좋은점은 옆이 길어서 가려주니 덜타고
마스크 자국이 덜 날거같아요
아쉬운점은
핑크쬐금더 한방울 들어가면 좋았을 컬러인데
쪼금 누런? 베이지 톤에 좀더 강합니다
핑크쪽을 더 원하시면 핑크를 하시는게 맞는거 같구요
남성분도 피부하얀분
과하지 않게 화사하게 사용해도 될거 같아요
어쨋든 저렴히 구매했으니 그런대로 만족합니다",평점3
sune****,23.02.03.,"늘 애용하는 제품입니다.
어떤 분들은 마스크 안 미세 섬유때문에 재채기도하고 그러던데 저는 이 제품들 사용하면서 그런 불편 느껴본적도 없고 두께도 적당하여 편히 사용중입니다.
코로나 시국 이후 마스크 탐색 기간 제외하고 몇년간 푸름월니스 제품만 사용하고 있어요.
가격도 좋고 제품 품질도 넘 좋습니다.",평점5
razl****,22.09.26.,가격대비 사이즈나 디자인 다 만족합니다. 사이즈는 대형이 맞을것같아서 구매했는데...크네요. 답답하거나 귀 눌림 싫어하시면 대형도 괜찮은데 얼굴에 똭 맞게 밀착돼는거 좋아하시면 중형이 맞을것같아요. 다음엔 중형사이즈 구매해야겠어요 ㅎㅎ,평점5
bada****,22.05.20.,"색상, 디자인 다 좋은데 한여름엔 조금 더울듯 싶고 얼굴이 작은편이라 중형인데도 커서 마스크가 뜨고 고정이 잘 안되네요. 밴드를 X로 한번 꽈서 걸면 밀착도가 좀더 낫긴한데 대신 편하진 않네요. 뜯어서 반품도 어렵고 어떻게 써야 최적의 상태로 쓸수 있을지 고민중이네요.",평점4
lvs1****,23.03.13.,처음 받아서 뜯었는데 불량품이 있어 문의글을 남겼더니 새상품으로 바로 보내주시고 상품 만족도는 이루 말할데도 없이 좋습니다. 넉넉하니 크기도 좋고 배송도 빨리 잘 왔고 너무 좋아요~~핑크 색깔은 약간 어두운 핑크라서 개개인의 취향에 따라 만족도가 다를 수도 있을거 같아요~~저는 모든 부분이 너무 만족했어요~~,평점5
wjch****,22.08.28.,배송은 4-5일정도 걸린거 같아요! 아이보리 중/대형 사서 가족들 잘 쓰고 있어요. 대형은 코 부분이 살짝 떠서 약간 큰 느낌이 있고 중형은 얼굴 전체적으로 잘 가려주면서 크기도 딱 좋아요. 컬러도 은은한 아이보리라 더 좋았어요!,평점5
engi****,22.12.29.,마스크 자체는 정말 좋은데 제 얼굴에 크네요... 눈코입도 다 막을 수 있어요... 저희 어머니는 머리가 평범하게 작으신데 어머니는 이쁘게 잘 맞아서 어머니 드렸습니다. 제 친구도 하나 줬는데 이쁘게 잘 맞고... 저는 아쉬운대로 귀 끈 꼬아서 쓰는데 그래도 크긴 하네요 ㅎ ㅠ 얼굴이 매우 작으신 분들은 참고하세요!,평점4
silv****,22.06.10.,"날씨가 더워지니 마스크도 신경써서 고르게 됩니다. 그래도 사람 많은 곳에서 일리가 보니 94를 포기할 순 없고... ㅠ
서치 중 알게된 푸름 웰니스 비움 에코 브리즈 KF94 딱 적당하네요^^ 저렴한 가격으로 구입, 만족하게 사용중입니다~ 25개씩 지퍼백 포장인 것도 맘에 들어요^^",평점4
ley3****,23.02.03.,"잘쓰고 있어요!
베이지랑, 흰색사서 벌갈아가면서 쓰는중
베이지색이 피부색과 잘 어울려요~
얼굴을 잘 감싸는 사이즈에 사이즈도 적당하고...
질도 괜찮고...
마스크 특유의 냄새가 나는 경우도 있는데, 냄새도 없고...
저렴한 가격대비 좋아요!",평점5
cann****,22.08.25.,"우연히 네이버에 라이브 방송 있는거 시청하면서 구입하게 되었어요
중딩 딸 줄려고 했는데 대형처럼 커서 못하게 되었어요 ㅠ
표준대형 사이즈 사용하던아인데 요건 중형인데도 가로가 많이 넉넉해서 코주위가 들뜨네요
가격 재질은 아주 맘에들어요",평점5
keep****,22.08.07.,"사이즈가 중형은 너무 딱맞고 대형은 커서 끈을 묶어야하네요
성인남자이고 가로면적은 구렛나루쪽까지 덮히며 세로는 턱까지 다 가려집니다 참고하세요~ 얼굴이 큰 편은 아니나 중형은 너무딱맞아서 교환하려다가 교환비용이 6천원이고 마스크 절반가격이라 그냥 추가로 대형 구매했습니다
맞는 사이즈 잘 주문하시길 바랍니다 여성분들 후기밖에 없어서 후기남김",평점4
kibo****,22.05.08.,"색상도 예쁘고 밝아서 더워지는 요즘 쓰기 좋은거 같아요.
착용하면 얼굴형도 예뻐보입니다.
그런데 바로 꼈을땐 생각보다 커서 흘러내리고 뜨는 느낌이었어요. 양쪽 끈 아래쪽을 살짝 묶었더니 밀착되어서 편하네요. 저는 보통 성인여성 얼굴사이즈입니다.

사이즈 잘 확인을 하고 골랐어야했는데..
암튼 묶어서 편하게 착용했어요ㅎㅎ",평점5
ireh****,23.02.03.,"방송에서 안내해준 걸 참고해서 구매했는데, 소형은 30kg 이상이 사용해야 한다길래, 초등 저학년용인 줄 알고 40kg 후반인 중딩 딸 중형으로 사줬더니 너무 커요 ㅠ 55kg 제가 중형 착용하니 딱 맞네요. 중딩 딸이랑 초딩 아들 쓰라고 왕창 샀는데 둘 다 클 듯요 ㅠㅠ
상품 자체는 가성비 좋은 제품 같아요. 제가 열심히 써야 할 듯..",평점4
cute****,22.06.27.,여름용 마스크로 브리즈랑 디럭스 중 고민하다 사이즈 때문에 디럭스를 구매했는데 중형 쓰는 저에겐 찰떡이네요. 개별 포장이 아니라도 지퍼팩 형식이라 집에 하나 직장에 하나씩 두고 중간 중간 갈아 쓰면서 사용하고 있고 다른 KF-94 보다 얇긴 얇아서 불 앞에서 일하지만 숨쉬기가 힘들진 않아요,평점5
hw27****,24.04.03.,주문하였던 제품을 잘 받았습니다. 예상보다 택배가 아주빨리 도착하여 매우 좋았습니다.가격대비하여 품질이 좋은것 같습니다. 제품의 성능및 품질도 괜찮은것 같아서 추천이 가능한 상품이라고 할수 있겠습니다. 잘 사용하도록 하겠습니다.수고하세요.,평점5
myme****,24.01.21.,"라이브방송 보구 사서 가격 싸게 샀어요
아쉬운점은 중형인데도 저에겐 크네요ㅠ
얼굴이 작다는 이야기는 좀 듣는편인데
턱있는쪽이 작은 편이예요.

에코브리즈는 적당히 맞아서 괜찮았는데
이건 많이커요.
특히 코에서 턱까지 내려오는 하안부 길이가
커요.

남편도 중형블랙으로
샀는데 적당히 잘 맞는다고 해요.
(얼굴작은편)",평점5
wit0****,23.02.22.,원래 사용하던거라 라이브 방송할 때 기다렸다가 좋은 가격에 구매했습니다. 그런데 라이브 방송 하시던 분이 계속 채팅 하시는 분들과 말장난을 많이 하셔서 오히려 구매하는데 정보를 얻기가 어렵다는 느낌을 받았습니다. 종류가 여러가지인데 제품 정보에 대한 정리가 더 안 되고 방해된다는 느낌이 들더라구요. 앞으로 라이브 때 조금 개선 되었으면 하는 바람으로 몇자 적습니다.,평점4
sje_****,22.12.19.,"얼굴이 길고 사각턱인저에겐 비움중 디럭스가 제일좋은거같아요~ 귀쪽까지덮어주는부분이있어 마스크가오히려 커보이고 새부리라 입술이닿지않아좋구요 콧대쪽이높아서인지 kf94같지않은 비말마스크처럼 편합니다 ㅎㅎ
코로나로 마스크를 계속쓰게된다면 지금처럼 디럭스만쓸꺼같아요 ㅎㅎ",평점5
peda****,22.06.17.,"귀끈 아프지 않고 편안하고 색상도 세련됐어요. 여성은 중형, 남성은 얼굴 크면 대형, 크지 않으면 중형도 잘맞네요. 남편 쓰는거 보니까...
마스크 안쪽 간질간질 안하는것도 맘에 드네요.
한장씩이 아니라 벌크포장 돼 있다는 점 참고하시고요",평점5
gree****,22.10.25.,"라이브방송보고 사이즈 가늠하면서 구매했는데 대형은 너무 크고 소형은 예쁘게 핏이 되지만 공정상 실수가 있었는지 계속 끈이 끊어져요.. 마스크 대용량이라 지금의 양상으로 보아 그 봉투안에 있은 모든 마스크가 불량일거같지만 벌써 봉투를 터서 걍 뒀어요… 아들은 자꾸끊아진다고(학교비상용으로 몇개 더 넣어주는데) 싫타고 해요~^^;;
대형은 완전 얼굴 큰 성인남성이 쓰면 좋을고같아요..",평점3
kjin****,22.05.19.,"중형인데 세일하는 이유가 있나봐요
성인 보통 얼굴크기 여자 한테 엄청커요
끈 묶어서 사용합니다
그래도 말하면 자꾸 자꾸내려가구요 ㅜㅜ

좋은점은 옆이 길어서 가려주니 덜타고
마스크 자국이 덜 날거같아요
아쉬운점은
핑크쬐금더 한방울 들어가면 좋았을 컬러인데
쪼금 누런? 베이지 톤에 좀더 강합니다
핑크쪽을 더 원하시면 핑크를 하시는게 맞는거 같구요
남성분도 피부하얀분
과하지 않게 화사하게 사용해도 될거 같아요
어쨋든 저렴히 구매했으니 그런대로 만족합니다",평점3
sune****,23.02.03.,"늘 애용하는 제품입니다.
어떤 분들은 마스크 안 미세 섬유때문에 재채기도하고 그러던데 저는 이 제품들 사용하면서 그런 불편 느껴본적도 없고 두께도 적당하여 편히 사용중입니다.
코로나 시국 이후 마스크 탐색 기간 제외하고 몇년간 푸름월니스 제품만 사용하고 있어요.
가격도 좋고 제품 품질도 넘 좋습니다.",평점5
razl****,22.09.26.,가격대비 사이즈나 디자인 다 만족합니다. 사이즈는 대형이 맞을것같아서 구매했는데...크네요. 답답하거나 귀 눌림 싫어하시면 대형도 괜찮은데 얼굴에 똭 맞게 밀착돼는거 좋아하시면 중형이 맞을것같아요. 다음엔 중형사이즈 구매해야겠어요 ㅎㅎ,평점5
bada****,22.05.20.,"색상, 디자인 다 좋은데 한여름엔 조금 더울듯 싶고 얼굴이 작은편이라 중형인데도 커서 마스크가 뜨고 고정이 잘 안되네요. 밴드를 X로 한번 꽈서 걸면 밀착도가 좀더 낫긴한데 대신 편하진 않네요. 뜯어서 반품도 어렵고 어떻게 써야 최적의 상태로 쓸수 있을지 고민중이네요.",평점4
lvs1****,23.03.13.,처음 받아서 뜯었는데 불량품이 있어 문의글을 남겼더니 새상품으로 바로 보내주시고 상품 만족도는 이루 말할데도 없이 좋습니다. 넉넉하니 크기도 좋고 배송도 빨리 잘 왔고 너무 좋아요~~핑크 색깔은 약간 어두운 핑크라서 개개인의 취향에 따라 만족도가 다를 수도 있을거 같아요~~저는 모든 부분이 너무 만족했어요~~,평점5
wjch****,22.08.28.,배송은 4-5일정도 걸린거 같아요! 아이보리 중/대형 사서 가족들 잘 쓰고 있어요. 대형은 코 부분이 살짝 떠서 약간 큰 느낌이 있고 중형은 얼굴 전체적으로 잘 가려주면서 크기도 딱 좋아요. 컬러도 은은한 아이보리라 더 좋았어요!,평점5
engi****,22.12.29.,마스크 자체는 정말 좋은데 제 얼굴에 크네요... 눈코입도 다 막을 수 있어요... 저희 어머니는 머리가 평범하게 작으신데 어머니는 이쁘게 잘 맞아서 어머니 드렸습니다. 제 친구도 하나 줬는데 이쁘게 잘 맞고... 저는 아쉬운대로 귀 끈 꼬아서 쓰는데 그래도 크긴 하네요 ㅎ ㅠ 얼굴이 매우 작으신 분들은 참고하세요!,평점4
silv****,22.06.10.,"날씨가 더워지니 마스크도 신경써서 고르게 됩니다. 그래도 사람 많은 곳에서 일리가 보니 94를 포기할 순 없고... ㅠ
서치 중 알게된 푸름 웰니스 비움 에코 브리즈 KF94 딱 적당하네요^^ 저렴한 가격으로 구입, 만족하게 사용중입니다~ 25개씩 지퍼백 포장인 것도 맘에 들어요^^",평점4
ley3****,23.02.03.,"잘쓰고 있어요!
베이지랑, 흰색사서 벌갈아가면서 쓰는중
베이지색이 피부색과 잘 어울려요~
얼굴을 잘 감싸는 사이즈에 사이즈도 적당하고...
질도 괜찮고...
마스크 특유의 냄새가 나는 경우도 있는데, 냄새도 없고...
저렴한 가격대비 좋아요!",평점5
cann****,22.08.25.,"우연히 네이버에 라이브 방송 있는거 시청하면서 구입하게 되었어요
중딩 딸 줄려고 했는데 대형처럼 커서 못하게 되었어요 ㅠ
표준대형 사이즈 사용하던아인데 요건 중형인데도 가로가 많이 넉넉해서 코주위가 들뜨네요
가격 재질은 아주 맘에들어요",평점5
nanh****,22.11.03.,"스타일이나..귀도편하고 다 좋은데..보풀이 많이올라오고, 잠깐씩 쓰는거지만 이틀은 쓰기힘든...그러네요..사진상 보면 금방 본딩이풀어지며 보풀이올라온듯한 느낌이고.. 안감사진은 괜찮아 보이지만 금방 코가 간질간질하네요..",평점3
ddal****,22.07.18.,남편은 라지 저는 미듐 사이즈로 구매했어요 모양도 색상도 같아서 그런지 왜그러는지 가끔 남편이 제 사이즈로 잘못하고 나갈때가 있는데 그럼 본인은 불편하지 않다고 하는데 집에 들어올때되면 마스크 끈이 끊어지기도 하더라고요ㅋㅋ,평점5
gree****,22.06.08.,"평소에 에코플러스와 브리즈 잘 쓰고 다니다가
디럭스 컬러가 너무 예뻐서 출시하자마자 바로
샀어요! 역시나 받아보니 컬러가 너무 예뻐요💜
어딜가든 쓰고나가면 마스크 예쁘다 소리 들어요!
다만, 브리즈를 쓰다가 디럭스를 쓰니
마스크가 확실히 좀 더 두꺼워서 그 부분이 좀
아쉬웠어요~ 그래서 브리즈 베이지 기다리고 있습니다!! 푸름 알고나서부터 푸름 마스크만 쓰는거
같아요!! 가성비 짱짱 입니다😊",평점4
wndi****,22.06.23.,"여름되니까 마스크가 너무 답답해서
여름용이라는 글 보고 규매했어요
라이브쇼핑으로 샀더니 가격도 저렴하게 사고
색상도 너무 이뻐서 진짜 마음에 들아요
기존에 끼던 것보다 얇고
중형사이즈도 일반 여자들이 쓰기에 사이즈도 딱인것 같아요",평점5
kata****,22.05.25.,"사이즈가 넉넉해서 착용감은 편하나
마스크 자체가 커서 얼굴이 좀 커보여요..
색상도 화면보다 좀 더 어둡고 칙칙한 흙색? 베이지여서 생각했던 색상과 많이 달랐어요
(폰카메라가 실제 색을 잘 못잡네요ㅠ)
여름쿨톤인데 이거 쓰면 얼굴빛이 확 죽더라구요 ㅠㅠ 좀 아쉬워요",평점3
iron****,23.01.05.,"지금까지 다양한 종류의 마스크 사용해봤어요
요즘은 마스크가 다 잘 나오잖아요
컬러 마스크 찾던중, 쨍한 컬러는 싫어서 라방보고 라이트실버 구입하였는데요
진짜 마스크 컬러 죽입니다^^
오묘하고 은은한 라이트실버
사진으로 제대로 표현이 안되어 아쉬운데요.
정말 너무 이뿌다는 사실!
마스크 크기 증형으로 너무 편하고, 심지어 아들도
색감, 착용감 만족하며 너무 좋아합니다
재구매 예정이에요",평점5
mint****,23.01.07.,"모양도 예쁘고 색도 예쁜 마스크입니다
다만 저는 말을 하는 직업이라 이거 쓰고 말하면 볼부분이 닿아서 좀 불편합니다. 살이 쪄서 더 그럴 수 있어요 그냥 쓰고 있으면 예쁘네요 사진은 베이지색으로 나왔으나 베이지핑크입니다",평점4
fnql****,23.01.22.,"사이즈 넉넉해서 디럭스 L사이즈는
남편이 잘 사용중이에요~
온 가족이 사이즈별로 골고루 사용중인데
남편도 디럭스 제품이 마음에 든다고 합니다.

가볍고 얇고 숨쉬기 편한데
kf94 인증까지 있으니까
더할나위 없는 것 같아요~

푸름마스크로 코로나 방어 잘 하시길
바랍니다~
👏😷😷",평점5
o920****,22.05.15.,"후기대로 사이즈가 엄청 커요!
평소 KF 끼면 귀 아파하는편인데 이건 오자마자 잠깐 착용만 해서 통증여부는 확인불가지만 눈 밑으로 다 덮는게 중형도 크구나 느꼈어요
그리고 라방에서 금요일까지 배송완료라 했지만
토요일 오후에 배송와서 결혼식때 쓰고 가지는 못해서 많이 아쉬웠어요 ㅠ
색상은 사진으로는 제대로 나오지않은데
(TMI: 핑크를 좋아해서 좀 더 핑크쪽으로 가도 좋겠지만) 명칭대로 라이트 그레이 , 핑크베이지입니다!",평점3
whwl****,23.01.27.,그레이랑 노란?색이랑 같이 구매했눈데 핑크가 가장 맘에 들었어요 얼굴도 화사하게 해주고 다만 다음에 살때는 사이즈를 작은걸로 사야겠어요 ㅎ 크게 사서 흘러내리더라구요 그치만 너무 맘에 듭니다 사이즈를 잘 선택해서 구매하면 좋을것 같네요 ㅎㅎ,평점5
polo****,22.11.11.,"재구매입니다
얼굴에 너무 딱붙는게
싫어서 큰걸로했는데
얼굴 편하게 다가려집니다
다만 미세먼지날은
못쓸거같아요 커서요ㅋ
포장에 너무 박스찌꺼기 먼지
머리카락.. 포장되어있다해도
받고 많이 불쾌했어요
그부분 더 신경써주시길요~
그레이 색상 애매해서
이번에는 핑크인데
은은하니 좋아욤",평점4
soye****,22.12.11.,라이브쇼핑때 구매했는데 할인많이들어가서 넘 좋아요~ 벌크라 쓰레기 안나워서 좋고 저렴해서 좋아요~~^^ 엄마는 대형 전 중형 이렇게 샀는데 사이즈 비교예요~ 크기만 다른게 아니고 쉐입이 좀 다르네요~ 얼굴크기에 따른 쉐입에 맞춘거 같아요~^^,평점5
qkrx****,24.01.01.,다시안사요^^. 매일 나갈때마다 가챠하는 기분이네요. 두세번은 끊기고 나서 하나 건져요 몇번째 재구매인데 색도 예쁘고 모양도 딱좋아서 몇개씩 끊어져도 여러번 재구매했는데요. 이번에는 너무너무 심해서 남편한테 원망?만 들어요 백개나 샀는대 어쩔.ㅋㅋㅋ 하나 뜯은꺼 빼고 반품 가능하면 해주셔야될듯. 반이상이 못쓰겠어요 다른거는 어떨지 뜯고 싶지도않습니다,평점1
dpdl****,22.09.11.,초등저학년 얼굴큰 어린이 딱좋아요.다른색상 소형은 모두품절이라 흰색 구매했어요.매일매일 바꿔야하는 마스크 고가는 부담이네요.비움 성인 써본뒤론 마스크 전부 비움으로 바꿨어요.저렴한데 품질 너무좋고 사이즈 다양하구요.,평점5
hahn****,22.05.10.,"마스크가 이렇게 예뻐도 될일인가요 ㅋㅋ
마스크 맛집으로 인정합니다 😆💯💯💯💯
숨쉬기도 편하고 얼굴에 촥 감기는 느낌도 좋구 ㅋㅋ
전 회사에 브리즈 화이트 / 차콜 / 이번에 구입한 디럭스까지 기분별로 새로 착용하고 퇴근해용 ㅋ",평점5
alsw****,22.11.10.,어제 처음 착용하고 돌아다녔는데요 화장품은 그대로 다 묻어나요. 귀는 아프지 않고 괜찮은 것 같습니다. 아 그리고 턱 쪽에 조금 모잘라요 약간 아래에서 셀카 찍으면 턱 보임ㅋㅋ; 저한테 좀 작은 느낌 매일 대형만 써서 그런가? 얼굴은 평균 보통 여자 얼굴 입니다. 아마도,평점3
sjle****,22.07.26.,"방송때마다 쟁이는중..
집에 마스크 많은데 딱 핏이 좋고 소재 좋고
색상 예쁜 마스크는 눈에 들어오는게 없었는데
방송보고 반해서 한번 사보고 계속 색상 추가합니다.
넘 맘에 듭니다. 방송 하신 두분 설명도 넘 좋더라구요.
앞으론 비움으로만 정착 하려구요
사이즈 넉넉한데도 핏이 예뻐요.
며칠전 언니를 만났는데 언니도 비움 핑크베이지를
착용한거 있죠? ㅎㅎ",평점5
dhkd****,22.08.02.,"색상 이름이 ‘아이보리’라고 하길래 걱정했는데 실제 색상은 파스텔 옐로우에 가까워서 정말 마음에 들어요!!! 제가 써본 마스크 중에 가장 예쁜 것 같아요…
색상 진짜 예뻐요..💛

크기는 좀 많이 커서 줄을 묶어서 사용하는데
괜찮은 것 같아요!! 일반 마스크보다 훨씬 예뻐보여요.
진짜 추천해요!

할인가로 싸게 사서 더욱 만족합니다!
다음번에도 아이보리를 살 것 같아요.",평점5
iron****,23.01.05.,"지금까지 다양한 종류의 마스크 사용해봤어요
요즘은 마스크가 다 잘 나오잖아요
컬러 마스크 찾던중, 쨍한 컬러는 싫어서 라방보고 핑크베이지 구입하였는데요
진짜 마스크 컬러 죽입니다^^
사진으로 제대로 표현이 안되어 아쉬운데요.
정말 너무 이뿌다는 사실!
마스크 크기 증형으로 너무 편하고, 심지어 아들도
색감, 착용감 만족하며 너무 좋아합니다
재구매 예정이에요",평점5
dj24****,22.05.22.,브리즈를 너무 만족해서 쓰고 있었는데 디럭스가 새로 나와서 주문해봤어요 오우 얼큰이 남자인데 라지가 크네요 ㄷㄷ 중형으로 사니까 핏도 그렇고 딱좋아요 근데 한가지 브리즈랑 비교했을 때 안감이 부직포라 어쩔 수 없이 시간 지나면 부직부직 해지는게 아쉽 ㅎㅎ 그래도 비움은 마스크 맛집!,평점5
mini****,22.06.03.,"궁금해서 계속 라이브만 챙겨보다가~!
이번에 겨우 결정해서 주문하게되었습니다!
핑크베이지랑 아이보리~!!
사이즈도 고민이어서 대형과 중형으로 시켜봤어요!
도착해서 바로 착용하고 싶었는데...;;
코뼈골절을 얻어버려서 ㅠ_ㅠ
아직까지 착용을 못하고있어요...;;
빨리 착용해보고싶네요오오오~!!
착용한 후에~ 또 리뷰 쓰러오겠습니다!!",평점4
qldk****,22.11.15.,"저렴하고 좋아요
개별포장보다는 쓰레기 덜생기는 벌크가 좋네요
그레이 색 너무 이뻐요 또구매하고싶어요 다 쓸때쯤 라이브방송 또 하면 또 구매하려구요
얼굴이 보통보다 살짝 작은데 중형 잘맞아요 턱밑까지 가려지고 끈도 튼튼하네요",평점5
bada****,22.06.24.,"마스크 모양 얼굴에 잘 맞아 모양은 이쁜데 헐거워서 줄 길이를 잘 조절해서 묶어야 해요.
살짝 잡아 묶어야 해서 조절하기가 좀 힘드네요.
그리고 요즘 너무 더워 땀도 많이 나고 두꺼운감이 있어 클래식 S/S로 사봤더니 줄길이도 잘 맞고 얇아서 좋더군요. 상세 사이즈 참고해 보자면 줄 길이는 두 제품다 155mm로 표기 되있던데 실물은 다르네요.
F/W로 사용하긴 좋으나 일단 줄 길이 때문에 재구매는 고민이 좀 됩니다.",평점4
fory****,22.08.28.,"기존에 쓰던 마스크랑 같은 사이즈, 핑크베이지를 쓰고 싶어서 주문했어요~
표기되어 있는 사이즈를 보고 샀는데, 더 작은 느낌이예요ㅠ
광대도 눌리고, 턱까지 감싸줄 정도가 아니라서.. 중형을 살걸 그랬나 후회되네요ㅠ
나름 얼굴 작다는 소리 많이 듣는데..
소형은 어린이용이었나봅니다^^;;",평점4
wjdw****,22.12.11.,"늘 쓰던 제품이라 고민없이 구매해요.
이번엔 얼작이 초6아이 브리즈 중소형 구매 했어요.
완전 맞춤으로 너무 잘 맞아요.
얼굴 작은편 저도 브리즈 중형 아주 핏 되게 딱 맞고
데일리는 편하게 맞고 디럭스 중형은 넉넉하게 좋어요.
브리즈 대형은 커서 신랑 줬더니 너무 좋다고 하네요
드디어 온 식구가 정착 했습니다.
가격대비 👍 인 푸름웰니스 감사해용",평점5
mayr****,22.06.27.,새부리형 안조아해서 이제껏 한번도 안사용하다가 이제품만나 쓰고부터는 이것만 씁니다 넘편하기도 하지만 얇으면서도숨쉴때 달라붙거나 찌그러지지않아서 좋습니다 칭구한테도 강추해서 그칭구도 계속 재구매해서 쓰고 있네요 가성비 갑.강추.참 색도 넘화사해서 아아브리도 약간노란빛나고 핑베도 다다이뻐요,평점5
tnrr****,22.05.31.,"컬러감,배송,재질 다 만족하는데
사이즈가 중형인데 좀 크네요~타브랜드 중형은 거의 딱 맞았거든요~얼굴에 자국에 날 경우도 있었구요~제가 작은 얼굴은 아닌데 볼살도있고 광대도 좀있는데 사이즈 보고 놀랫어요~끈도 헐렁~그게 좀 아쉽지만 그래도 좋은가격에 잘 산거같아서~좀 넉넉하게 쓰렵니다",평점3
